floorId	partitionId	location_x	location_y	timeStamp
91	9	332.3020235471919	243.83240062608115	23/10/25 03:04:09
91	9	332.21037879213736	244.46931921769604	23/10/25 03:04:09
91	9	332.11641194248654	245.12237605114473	23/10/25 03:04:09
91	9	332.0074492943044	245.87965164621235	23/10/25 03:04:09
91	9	331.89534118704006	246.6587877543828	23/10/25 03:04:09
91	9	331.80657356022823	247.27571069575916	23/10/25 03:04:09
91	9	331.7297696064238	247.8094877357924	23/10/25 03:04:09
91	89	330.980151360734	248.21530847717034	23/10/25 03:04:09
91	89	330.4159942570387	248.51479408974873	23/10/25 03:04:09
91	89	329.6710566066758	248.91024795728015	23/10/25 03:04:09
91	89	329.16720117457334	249.17772212670167	23/10/25 03:04:09
91	89	328.4258497300925	249.57127223895216	23/10/25 03:04:09
91	89	327.80304454436344	249.90189147842167	23/10/25 03:04:09
91	89	327.210052140742	250.21668445379973	23/10/25 03:04:09
91	89	326.7434058250612	250.46440597816536	23/10/25 03:04:09
91	89	326.29369611508594	250.70313662091044	23/10/25 03:04:09
91	89	325.52358792425366	251.11195239540365	23/10/25 03:04:10
91	89	324.8280234021933	251.4811962914967	23/10/25 03:04:10
91	89	324.2138542731958	251.80723103717258	23/10/25 03:04:10
91	89	323.61458038744047	252.12535856867416	23/10/25 03:04:10
91	89	322.9380124464914	252.4845180349271	23/10/25 03:04:10
91	89	322.3541772476802	252.7944498624544	23/10/25 03:04:10
91	89	321.8942941505823	253.03858109849958	23/10/25 03:04:10
91	89	321.2281946765882	253.39218332685158	23/10/25 03:04:10
91	89	320.39617432964843	253.83386547823952	23/10/25 03:04:10
91	89	319.7397259889397	254.18234435434596	23/10/25 03:04:10
91	89	318.87061248495746	254.6437175931749	23/10/25 03:04:10
91	90	318.2171785534521	255.0471868645291	23/10/25 03:04:10
91	90	317.743912726007	255.51837951526932	23/10/25 03:04:10
91	90	317.2517986394846	256.0083378588643	23/10/25 03:04:10
91	90	316.60089959506274	256.656385590857	23/10/25 03:04:10
