floorId	partitionId	location_x	location_y	timeStamp
92	104	354.4818685482997	280.8960888535569	23/10/25 03:04:09
92	104	355.2438541458816	280.93525251319073	23/10/25 03:04:09
92	104	355.2438541458816	280.93525251319073	23/10/25 03:04:09
92	104	356.0031550109952	280.97427818603205	23/10/25 03:04:09
92	146	356.31303104206035	281.81762397289174	23/10/25 03:04:09
92	146	356.4473540286653	282.4845082835885	23/10/25 03:04:09
92	146	356.5858384606918	283.17205326251167	23/10/25 03:04:09
92	146	356.69834114594255	283.7306045395588	23/10/25 03:04:09
92	146	356.86388639460745	284.5525005667047	23/10/25 03:04:09
92	146	357.04060841075176	285.42988680490606	23/10/25 03:04:09
92	146	357.22898095421453	286.36511536835974	23/10/25 03:04:09
92	146	357.36866527920625	287.0586175539625	23/10/25 03:04:09
92	145	357.83863130465414	287.5221532721253	23/10/25 03:04:09
92	145	358.5860634869451	287.93573888926073	23/10/25 03:04:09
92	145	359.34735278311143	288.35699222947477	23/10/25 03:04:10
92	145	360.11027197335574	288.77914745853445	23/10/25 03:04:10
92	145	360.92472774342133	289.22982004164373	23/10/25 03:04:10
92	145	361.55291734298606	289.577423729804	23/10/25 03:04:10
92	145	362.1457761715489	289.90547741854647	23/10/25 03:04:10
92	145	362.7706248252455	290.2512324210448	23/10/25 03:04:10
92	145	363.3618261838422	290.57836896204446	23/10/25 03:04:10
92	145	364.0232902924832	290.94438483354025	23/10/25 03:04:10
92	145	364.5648980337832	291.2440791432558	23/10/25 03:04:10
92	145	365.10827917886	291.30259013153335	23/10/25 03:04:10
92	145	365.5330212348648	290.8886234074734	23/10/25 03:04:10
92	145	365.94095018170293	290.49104325880575	23/10/25 03:04:10
92	145	366.5024749137864	289.94376391471224	23/10/25 03:04:10
92	145	366.96566569946475	289.49232387139364	23/10/25 03:04:10
92	145	367.6431632649148	288.83201382259364	23/10/25 03:04:10
92	145	368.20080728929815	288.2885167360631	23/10/25 03:04:10
92	145	368.67770789521614	287.8237146785719	23/10/25 03:04:11
92	145	369.0904322703966	287.4214607573562	23/10/25 03:04:11
92	145	369.6592914238768	286.8670330596783	23/10/25 03:04:11
92	145	370.0455466072663	286.4905768301659	23/10/25 03:04:11
92	145	370.45271408335265	286.09373883440753	23/10/25 03:04:11
92	145	370.9543009349709	285.6048767995315	23/10/25 03:04:11
92	145	371.4671346791312	285.10505319587344	23/10/25 03:04:11
92	145	371.9150148646564	284.6685353362642	23/10/25 03:04:11
92	145	372.6143942675022	283.9868985730147	23/10/25 03:04:11
92	145	373.23767509636883	283.3794298299327	23/10/25 03:04:11
92	145	373.6912472112422	282.93736444021073	23/10/25 03:04:11
92	145	374.32014795797426	282.3244183516309	23/10/25 03:04:11
92	131	374.4459761686913	281.34248000362595	23/10/25 03:04:11
92	131	374.5273335100061	280.6390846757805	23/10/25 03:04:11
92	131	374.640842998429	279.65770988485855	23/10/25 03:04:11
92	131	374.70698963091684	279.08582256046054	23/10/25 03:04:11
92	131	374.8065802567463	278.22478679191727	23/10/25 03:04:12
92	131	374.90057797211426	277.4121059354705	23/10/25 03:04:12
92	131	374.9828280514725	276.7009922166528	23/10/25 03:04:12
92	131	375.0736323858843	275.9159205373037	23/10/25 03:04:12
92	131	375.1737515883993	275.0503148262697	23/10/25 03:04:12
92	131	375.28414862804544	274.0958494929621	23/10/25 03:04:12
92	131	375.37732163748785	273.29029883872585	23/10/25 03:04:12
92	131	375.4849518293172	272.35975498313303	23/10/25 03:04:12
92	131	375.5523501878664	271.7770455466909	23/10/25 03:04:12
92	136	375.65389685663087	271.07238996673857	23/10/25 03:04:12
92	136	375.8072208518795	270.3137172208431	23/10/25 03:04:12
92	136	375.9366432318137	269.67331366101024	23/10/25 03:04:12
92	136	376.03789644310405	269.1722958541378	23/10/25 03:04:12
92	136	376.22735936149667	268.234801678427	23/10/25 03:04:12
92	136	376.3943246441693	267.4086295631684	23/10/25 03:04:12
92	136	376.530900180036	266.73283099263074	23/10/25 03:04:12
92	136	376.66547070750335	266.06695353865035	23/10/25 03:04:13
92	136	376.84505474439896	265.17834171915234	23/10/25 03:04:13
92	136	377.02049130337247	264.31025231337424	23/10/25 03:04:13
92	136	377.40074706540304	263.6240738606952	23/10/25 03:04:13
92	136	377.8199625673253	263.1988169856534	23/10/25 03:04:13
92	136	378.44377428778637	262.56601542740646	23/10/25 03:04:13
92	69	378.80228350948653	262.9189156888875	23/10/25 03:04:13
92	69	379.2055153529571	263.72802648604676	23/10/25 03:04:13
92	69	379.5332556784239	264.385658665384	23/10/25 03:04:13
92	69	379.9703433894792	265.2627034525134	23/10/25 03:04:13
92	69	380.3076296538575	265.9394901762334	23/10/25 03:04:13
92	69	380.5312433990175	266.3881856315451	23/10/25 03:04:13
92	69	380.8616188766205	267.05110541423016	23/10/25 03:04:13
91	68	381.07637925621214	266.6311091976067	23/10/25 03:04:13
91	68	381.35349786925985	265.93456362045487	23/10/25 03:04:13
91	68	381.62435572485396	265.25375463661936	23/10/25 03:04:14
91	68	381.91131206718654	264.53248164492385	23/10/25 03:04:14
91	68	382.24325280682314	263.6981390811836	23/10/25 03:04:14
91	68	382.18295225704117	262.92891539841287	23/10/25 03:04:14
91	68	381.72180036592204	262.652996987998	23/10/25 03:04:14
91	68	381.26555650887366	262.38001517393053	23/10/25 03:04:14
91	68	380.78768444042936	262.0940926741077	23/10/25 03:04:14
91	68	380.3464010226454	261.83006205529813	23/10/25 03:04:14
91	68	379.8562820274646	261.5368119208658	23/10/25 03:04:14
91	68	379.40227740279715	261.265169894081	23/10/25 03:04:14
91	68	378.8633565990648	260.9427204487486	23/10/25 03:04:14
91	61	378.2352217885469	260.8335578870652	23/10/25 03:04:14
91	61	377.52017048807676	260.9837851551757	23/10/25 03:04:14
91	61	376.9271189468443	261.1083811286807	23/10/25 03:04:14
91	61	376.1898158252099	261.263283348507	23/10/25 03:04:14
91	61	375.2144372281063	261.4682035576165	23/10/25 03:04:14
91	61	374.4896999807188	261.6204657753083	23/10/25 03:04:15
91	61	373.67852577941807	261.7908877913833	23/10/25 03:04:15
91	61	372.9191659187108	261.95042397754486	23/10/25 03:04:15
91	61	372.2388577675757	262.0933519534134	23/10/25 03:04:15
91	61	371.6746456505023	262.2118889659705	23/10/25 03:04:15
91	61	371.02233532229747	262.3489347954125	23/10/25 03:04:15
91	61	370.4250694906222	262.47441616181146	23/10/25 03:04:15
91	61	369.7829480842564	262.60932137016533	23/10/25 03:04:15
91	61	368.9137649400361	262.7919306586991	23/10/25 03:04:15
91	61	368.10179490753484	262.9625198733332	23/10/25 03:04:15
91	61	367.5580246080828	263.07676220323685	23/10/25 03:04:15
91	61	367.5580246080828	263.07676220323685	23/10/25 03:04:15
91	60	366.9495744224547	263.18729732956336	23/10/25 03:04:15
91	60	366.18843422283567	263.13589848913034	23/10/25 03:04:15
91	60	365.2050586651143	263.0694923744588	23/10/25 03:04:15
91	60	364.2864096890764	263.007457164445	23/10/25 03:04:15
91	60	363.40416882775304	262.94788054862926	23/10/25 03:04:16
91	60	362.75287911952057	262.9038997737262	23/10/25 03:04:16
91	60	362.24101820776343	262.8693344500967	23/10/25 03:04:16
91	60	361.5383568456343	262.82188461201355	23/10/25 03:04:16
91	60	360.59508642236165	262.7581867466331	23/10/25 03:04:16
91	60	360.0660782926748	262.7224634929419	23/10/25 03:04:16
91	60	359.4217341639366	262.678951744287	23/10/25 03:04:16
91	60	358.71307486928987	262.63109687336424	23/10/25 03:04:16
91	60	358.0874382453667	262.588848418982	23/10/25 03:04:16
91	60	357.4999170736953	262.5491738531545	23/10/25 03:04:16
91	60	356.96583601569756	262.5131080309945	23/10/25 03:04:16
91	60	356.4496843056554	262.4782529551531	23/10/25 03:04:16
91	60	355.8713516547251	262.4391988785753	23/10/25 03:04:16
91	59	355.27563489584315	262.39674190661253	23/10/25 03:04:16
91	59	354.6423183973516	262.34627455621046	23/10/25 03:04:16
91	59	353.90128298407245	262.2872233646635	23/10/25 03:04:17
91	59	353.3873726717656	262.2462711837741	23/10/25 03:04:17
91	59	352.77123261458524	262.19717257946405	23/10/25 03:04:17
91	59	352.2026795720285	262.1518660610184	23/10/25 03:04:17
91	59	351.4366609498781	262.0908240223053	23/10/25 03:04:17
91	59	350.44163007003283	262.0115325903062	23/10/25 03:04:17
91	59	349.7145856090099	261.95359630148425	23/10/25 03:04:17
91	59	349.1512888605857	261.9087086434953	23/10/25 03:04:17
91	59	348.21045670803784	261.83373616760804	23/10/25 03:04:17
91	59	347.49707706164116	261.77688879244863	23/10/25 03:04:17
91	59	346.7525088018258	261.7175560775172	23/10/25 03:04:17
91	59	346.1687087219162	261.6710345621805	23/10/25 03:04:17
91	59	345.64445769873026	261.6292583568412	23/10/25 03:04:17
91	59	344.93046081760934	261.5723617958463	23/10/25 03:04:17
91	59	344.0590761683444	261.50292341150896	23/10/25 03:04:17
91	56	343.37541631799917	261.45615695077123	23/10/25 03:04:17
91	56	342.66304955813376	261.4097445158738	23/10/25 03:04:18
91	56	342.00156201535043	261.3666469862801	23/10/25 03:04:18
91	56	341.3676643711591	261.32534700598876	23/10/25 03:04:18
91	56	340.7934381366325	261.2879347638294	23/10/25 03:04:18
91	56	340.01133598766023	261.2369788979505	23/10/25 03:04:18
91	56	339.1914314495626	261.1835601140593	23/10/25 03:04:18
91	56	338.22352240201076	261.12049847476464	23/10/25 03:04:18
91	56	337.647327630713	261.08295797762503	23/10/25 03:04:18
91	56	337.0697270436744	261.0453258881551	23/10/25 03:04:18
91	56	336.2856930501535	260.9942441578839	23/10/25 03:04:18
91	56	335.75190370396945	260.9594664777976	23/10/25 03:04:18
91	56	334.8145223344423	260.89839379131314	23/10/25 03:04:18
91	56	334.1706155111429	260.85644168854793	23/10/25 03:04:18
91	56	333.1741010280269	260.79151633523594	23/10/25 03:04:18
91	56	332.2105253244798	260.718450494331	23/10/25 03:04:18
91	56	331.5254273373327	260.624394653418	23/10/25 03:04:18
91	89	331.26756130063427	260.3085100778142	23/10/25 03:04:19
91	89	331.2771943979901	259.67324252066123	23/10/25 03:04:19
91	89	331.28677540941163	259.0414098404778	23/10/25 03:04:19
91	89	331.2944634314226	258.53441289216056	23/10/25 03:04:19
91	89	331.3044129826001	257.87827636225234	23/10/25 03:04:19
91	89	331.3126336865035	257.33615099033386	23/10/25 03:04:19
91	89	331.3259560358074	256.45759075314123	23/10/25 03:04:19
91	89	331.3407565423746	255.481551447786	23/10/25 03:04:19
91	88	331.2112279747374	254.81825723910862	23/10/25 03:04:19
91	88	330.79253925546544	254.49061677087542	23/10/25 03:04:19
91	88	330.2833898313787	254.09218722637155	23/10/25 03:04:19
91	88	329.76965602556345	253.69017022200322	23/10/25 03:04:19
91	88	329.297573194935	253.3207467516482	23/10/25 03:04:19
91	88	328.7394204064211	252.88397013800468	23/10/25 03:04:19
91	88	328.33375436436046	252.566520429309	23/10/25 03:04:19
91	88	327.674216691528	252.0504061372402	23/10/25 03:04:20
91	88	326.9871309757911	251.51273441297732	23/10/25 03:04:20
91	88	326.2633209249058	250.9463244452182	23/10/25 03:04:20
91	88	325.79787632825526	250.58209565527525	23/10/25 03:04:20
91	88	325.1442352221721	250.07059565970354	23/10/25 03:04:20
91	88	324.55620513805144	249.61043888158088	23/10/25 03:04:20
91	88	324.027586005249	249.19677352061876	23/10/25 03:04:20
91	88	323.3844420532927	248.6934879629693	23/10/25 03:04:20
91	88	322.6927543106732	248.15221497081166	23/10/25 03:04:20
91	88	322.2596637411047	247.81330448560072	23/10/25 03:04:20
